reference_designator,method,stream
GA01SUMO-RII11-02-CTDMOR018,recovered_inst,ctdmo_ghqr_instrument_recovered
GA01SUMO-RII11-02-CTDMOR019,recovered_inst,ctdmo_ghqr_instrument_recovered
GA01SUMO-RII11-02-CTDMOR020,recovered_inst,ctdmo_ghqr_instrument_recovered
GA01SUMO-RII11-02-DOSTAD031,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-DOSTAD032,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-DOSTAD033,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-FLORDG031,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-FLORDG032,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-FLORDG033,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GA01SUMO-RII11-02-PCO2WC051,recovered_inst,pco2w_abc_instrument
GA01SUMO-RII11-02-PCO2WC051,recovered_inst,pco2w_abc_instrument_blank
GA01SUMO-RII11-02-PCO2WC052,recovered_inst,pco2w_abc_instrument
GA01SUMO-RII11-02-PCO2WC052,recovered_inst,pco2w_abc_instrument_blank
GA01SUMO-RII11-02-PCO2WC053,recovered_inst,pco2w_abc_instrument
GA01SUMO-RII11-02-PCO2WC053,recovered_inst,pco2w_abc_instrument_blank
GA01SUMO-RII11-02-PHSENE041,recovered_host,phsen_abcdef_imodem_instrument_recovered
GA01SUMO-RII11-02-PHSENE042,recovered_inst,phsen_abcdef_instrument
GA01SUMO-SBD11-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GA01SUMO-SBD11-05-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered
GA01SUMO-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GA01SUMO-SBD11-06-METBKA000,recovered_host,metbk_hourly
GA01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered
GA01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered
GA01SUMO-SBD12-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered
GA01SUMO-SBD12-02-FLORTD000,recovered_host,flort_sample
GA01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered
GA01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered
GA01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered
GA01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered
GA01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered
GA01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered
GA01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered
GA01SUMO-SBD12-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GA01SUMO-SBD12-06-METBKA000,recovered_host,metbk_hourly
GA02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered
GA02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GA02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GA02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GA02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GA02HYPM-WFP03-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GA02HYPM-WFP03-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GA02HYPM-WFP03-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GA02HYPM-WFP03-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GA03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth
GA03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GA03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GA03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample
GA03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth
GA03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered
GA03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GA03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GA03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample
GA05MOAS-GL364-01-FLORDM000,telemetered,flord_m_glider_instrument
GA05MOAS-GL364-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-GL364-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-GL470-01-FLORDM000,telemetered,flord_m_glider_instrument
GA05MOAS-GL470-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-GL470-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-GL493-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GA05MOAS-GL493-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GA05MOAS-GL493-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GA05MOAS-GL494-01-FLORDM000,telemetered,flord_m_glider_instrument
GA05MOAS-GL494-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-GL494-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-GL495-01-FLORDM000,telemetered,flord_m_glider_instrument
GA05MOAS-GL495-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-GL495-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-GL496-01-FLORDM000,telemetered,flord_m_glider_instrument
GA05MOAS-GL496-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-GL496-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-GL538-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GA05MOAS-GL538-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GA05MOAS-GL538-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GA05MOAS-PG562-01-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-PG562-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-PG562-05-NUTNRM000,telemetered,nutnr_m_glider_instrument
GA05MOAS-PG562-06-PARADM000,telemetered,parad_m_glider_instrument
GA05MOAS-PG563-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GA05MOAS-PG563-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GA05MOAS-PG563-03-FLORTM000,recovered_host,flort_m_sample
GA05MOAS-PG563-04-FLORTO000,recovered_host,flort_o_glider_data
GA05MOAS-PG563-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GA05MOAS-PG563-06-PARADM000,recovered_host,parad_m_glider_recovered
GA05MOAS-PG578-01-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GA05MOAS-PG578-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GA05MOAS-PG578-03-FLORTM000,telemetered,flort_m_sample
GA05MOAS-PG578-04-FLORTO000,telemetered,flort_o_glider_data
GA05MOAS-PG578-05-NUTNRM000,telemetered,nutnr_m_glider_instrument
GA05MOAS-PG578-06-PARADM000,telemetered,parad_m_glider_instrument
GA05MOAS-PG580-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GA05MOAS-PG580-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GA05MOAS-PG580-03-FLORTM000,recovered_host,flort_m_sample
GA05MOAS-PG580-04-FLORTO000,recovered_host,flort_o_glider_data
GA05MOAS-PG580-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GA05MOAS-PG580-06-PARADM000,recovered_host,parad_m_glider_recovered
GI01SUMO-RID16-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered
GI01SUMO-RID16-02-FLORTD000,recovered_host,flort_sample
GI01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered
GI01SUMO-RID16-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered
GI01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_blank_recovered
GI01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_recovered
GI01SUMO-RID16-06-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GI01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered
GI01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered
GI01SUMO-RID16-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered
GI01SUMO-RII11-02-ADCPSN010,recovered_inst,adcp_velocity_earth
GI01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered
GI01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered
GI01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ011,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ012,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ013,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ014,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ015,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ016,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ017,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ031,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOQ033,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOR018,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOR019,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-CTDMOR020,recovered_inst,ctdmo_ghqr_instrument_recovered
GI01SUMO-RII11-02-DOSTAD031,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-DOSTAD032,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-DOSTAD033,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-FLORDG031,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-FLORDG032,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-FLORDG033,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GI01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_blank_recovered
GI01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_recovered
GI01SUMO-RII11-02-PCO2WC052,recovered_inst,pco2w_abc_instrument
GI01SUMO-RII11-02-PCO2WC052,recovered_inst,pco2w_abc_instrument_blank
GI01SUMO-RII11-02-PCO2WC053,recovered_inst,pco2w_abc_instrument
GI01SUMO-RII11-02-PCO2WC053,recovered_inst,pco2w_abc_instrument_blank
GI01SUMO-RII11-02-PHSENE041,recovered_inst,phsen_abcdef_instrument
GI01SUMO-RII11-02-PHSENE042,recovered_inst,phsen_abcdef_instrument
GI01SUMO-SBD11-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GI01SUMO-SBD11-05-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered
GI01SUMO-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GI01SUMO-SBD11-06-METBKA000,recovered_host,metbk_hourly
GI01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered
GI01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered
GI01SUMO-SBD12-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered
GI01SUMO-SBD12-02-FLORTD000,recovered_host,flort_sample
GI01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered
GI01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered
GI01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered
GI01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered
GI01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered
GI01SUMO-SBD12-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GI01SUMO-SBD12-06-METBKA000,recovered_host,metbk_hourly
GI01SUMO-SBD12-08-FDCHPA000,recovered_inst,fdchp_a_instrument_recovered
GI02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered
GI02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GI02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GI02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GI02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GI03FLMA-RI000-00-CTDMOH000,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RI000-00-CTDMOH100,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RI000-00-CTDMOH400,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RI000-00-CTDMOH700,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RI000-00-VELPTB000,recovered_inst,velpt_ab_instrument_recovered
GI03FLMA-RI000-00-VELPTB100,recovered_inst,velpt_ab_instrument_recovered
GI03FLMA-RI000-00-VELPTB400,recovered_inst,velpt_ab_instrument_recovered
GI03FLMA-RI000-00-VELPTB700,recovered_inst,velpt_ab_instrument_recovered
GI03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth
GI03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GI03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GI03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample
GI03FLMB-RI000-00-CTDMOH000,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RI000-00-CTDMOH100,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RI000-00-CTDMOH400,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RI000-00-CTDMOH700,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RI000-00-VELPTB000,recovered_inst,velpt_ab_instrument_recovered
GI03FLMB-RI000-00-VELPTB100,recovered_inst,velpt_ab_instrument_recovered
GI03FLMB-RI000-00-VELPTB400,recovered_inst,velpt_ab_instrument_recovered
GI03FLMB-RI000-00-VELPTB700,recovered_inst,velpt_ab_instrument_recovered
GI03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth
GI03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered
GI03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GI03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GI03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample
GI05MOAS-GL363-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL363-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL363-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL453-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL453-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL453-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL469-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL469-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL469-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL477-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL477-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL477-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL478-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL478-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL478-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL484-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL484-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL484-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL485-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL485-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL485-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL493-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL493-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL493-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL495-01-FLORDM000,telemetered,flord_m_glider_instrument
GI05MOAS-GL495-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GI05MOAS-GL495-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GI05MOAS-GL559-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GI05MOAS-GL559-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GI05MOAS-GL559-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GI05MOAS-PG528-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GI05MOAS-PG528-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GI05MOAS-PG528-03-FLORTM000,recovered_host,flort_m_sample
GI05MOAS-PG528-04-FLORTO000,recovered_host,flort_o_glider_data
GI05MOAS-PG528-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GI05MOAS-PG528-06-PARADM000,recovered_host,parad_m_glider_recovered
GP02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered
GP02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GP02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GP02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GP02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GP02HYPM-WFP03-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GP02HYPM-WFP03-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GP02HYPM-WFP03-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GP02HYPM-WFP03-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GP03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth
GP03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered
