reference_designator,method,stream
GP03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GP03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GP03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample
GP03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth
GP03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered
GP03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GP03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GP03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample
GP05MOAS-GL276-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL276-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL361-01-FLORDM000,telemetered,flord_m_glider_instrument
GP05MOAS-GL361-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GP05MOAS-GL361-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GP05MOAS-GL362-01-FLORDM000,telemetered,flord_m_glider_instrument
GP05MOAS-GL362-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GP05MOAS-GL362-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GP05MOAS-GL363-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL363-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL363-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL364-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL364-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL364-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL365-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL365-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL365-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL453-01-FLORDM000,telemetered,flord_m_glider_instrument
GP05MOAS-GL453-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GP05MOAS-GL453-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GP05MOAS-GL469-01-FLORDM000,telemetered,flord_m_glider_instrument
GP05MOAS-GL469-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GP05MOAS-GL469-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GP05MOAS-GL523-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL523-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL523-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL525-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL525-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL525-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-GL537-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GP05MOAS-GL537-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-GL537-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-PG514-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-PG514-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-PG514-05-NUTNRM000,telemetered,nutnr_m_glider_instrument
GP05MOAS-PG515-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-PG515-04-FLORTO000,telemetered,flort_o_glider_data
GP05MOAS-PG515-06-PARADM000,recovered_host,parad_m_glider_recovered
GP05MOAS-PG575-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS-PG575-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS-PG575-03-FLORTM000,recovered_host,flort_m_sample
GP05MOAS-PG575-04-FLORTO000,recovered_host,flort_o_glider_data
GP05MOAS-PG575-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GP05MOAS-PG575-06-PARADM000,recovered_host,parad_m_glider_recovered
GS01SUMO-RID16-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered
GS01SUMO-RID16-02-FLORTD000,recovered_host,flort_sample
GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO-RID16-04-VELPTA000,recovered_host,velpt_ab_dcl_instrument_recovered
GS01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_blank_recovered
GS01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_recovered
GS01SUMO-RID16-06-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GS01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered
GS01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered
GS01SUMO-RID16-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered
GS01SUMO-RII11-02-ADCPSN010,recovered_inst,adcp_velocity_earth
GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ011,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ012,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ013,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ014,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ015,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ016,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ017,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ031,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOQ033,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOR018,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOR019,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-CTDMOR020,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO-RII11-02-DOSTAD031,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-DOSTAD032,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-DOSTAD033,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-FLORDG031,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-FLORDG032,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-FLORDG033,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_blank_recovered
GS01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO-RII11-02-PCO2WC052,recovered_host,pco2w_abc_imodem_instrument_blank_recovered
GS01SUMO-RII11-02-PCO2WC052,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO-RII11-02-PCO2WC053,recovered_host,pco2w_abc_imodem_instrument_blank_recovered
GS01SUMO-RII11-02-PCO2WC053,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO-RII11-02-PHSENE041,recovered_inst,phsen_abcdef_instrument
GS01SUMO-RII11-02-PHSENE042,recovered_inst,phsen_abcdef_instrument
GS01SUMO-SBD11-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GS01SUMO-SBD11-05-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered
GS01SUMO-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GS01SUMO-SBD11-06-METBKA000,recovered_host,metbk_hourly
GS01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered
GS01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered
GS01SUMO-SBD12-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered
GS01SUMO-SBD12-02-FLORTD000,recovered_host,flort_sample
GS01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered
GS01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered
GS01SUMO-SBD12-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered
GS01SUMO-SBD12-06-METBKA000,recovered_host,metbk_hourly
GS01SUMO-SBD12-08-FDCHPA000,recovered_inst,fdchp_a_instrument_recovered
GS02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered
GS02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GS02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GS02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GS02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GS02HYPM-WFP03-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered
GS02HYPM-WFP03-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered
GS02HYPM-WFP03-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered
GS02HYPM-WFP03-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered
GS03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth
GS03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GS03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GS03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample
GS03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth
GS03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered
GS03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered
GS03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument
GS03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample
GS05MOAS-GL484-01-FLORDM000,telemetered,flord_m_glider_instrument
GS05MOAS-GL484-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GS05MOAS-GL484-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GS05MOAS-GL485-01-FLORDM000,telemetered,flord_m_glider_instrument
GS05MOAS-GL485-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GS05MOAS-GL485-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GS05MOAS-GL486-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GS05MOAS-GL486-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GS05MOAS-GL486-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GS05MOAS-GL524-01-FLORDM000,telemetered,flord_m_glider_instrument
GS05MOAS-GL524-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GS05MOAS-GL524-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GS05MOAS-GL560-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered
GS05MOAS-GL560-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GS05MOAS-GL560-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GS05MOAS-GL561-01-FLORDM000,telemetered,flord_m_glider_instrument
GS05MOAS-GL561-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument
GS05MOAS-GL561-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument
GS05MOAS-PG565-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GS05MOAS-PG565-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GS05MOAS-PG565-03-FLORTM000,recovered_host,flort_m_sample
GS05MOAS-PG565-04-FLORTO000,recovered_host,flort_o_glider_data
GS05MOAS-PG565-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GS05MOAS-PG565-06-PARADM000,recovered_host,parad_m_glider_recovered
GS05MOAS-PG566-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered
GS05MOAS-PG566-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered
GS05MOAS-PG566-03-FLORTM000,recovered_host,flort_m_sample
GS05MOAS-PG566-04-FLORTO000,recovered_host,flort_o_glider_data
GS05MOAS-PG566-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument
GS05MOAS-PG566-06-PARADM000,recovered_host,parad_m_glider_recovered
RS01SBPD-DP01A-01-CTDPFL104,recovered_inst,dpc_ctd_instrument_recovered
RS01SBPD-DP01A-02-VEL3DA103,recovered_inst,dpc_acm_instrument_recovered
RS01SBPD-DP01A-06-DOSTAD104,recovered_inst,dpc_optode_instrument_recovered
RS01SBPS-PC01A-05-ADCPTD102,streamed,adcp_velocity_beam
RS01SBPS-PC01A-06-VADCPA101,streamed,vadcp_velocity_beam
RS01SBPS-PC01A-06-VADCPA101,streamed,vadcp_velocity_beam_5
RS01SBPS-PC01A-4A-CTDPFA103,streamed,ctdpf_optode_sample
RS01SBPS-PC01A-4B-PHSENA102,streamed,phsen_data_record
RS01SBPS-PC01A-4C-FLORDD103,streamed,flort_d_data_record
RS01SBPS-SF01A-2A-CTDPFA102,streamed,ctdpf_sbe43_sample
RS01SBPS-SF01A-2D-PHSENA101,streamed,phsen_data_record
RS01SBPS-SF01A-3A-FLORTD101,streamed,flort_d_data_record
RS01SBPS-SF01A-3B-OPTAAD101,streamed,optaa_sample
RS01SBPS-SF01A-3C-PARADA101,streamed,parad_sa_sample
RS01SBPS-SF01A-3D-SPKIRA101,streamed,spkir_data_record
RS01SBPS-SF01A-4A-NUTNRA101,streamed,nutnr_a_dark_sample
RS01SBPS-SF01A-4A-NUTNRA101,streamed,nutnr_a_sample
RS01SBPS-SF01A-4B-VELPTD102,streamed,velpt_velocity_data
RS01SBPS-SF01A-4F-PCO2WA101,streamed,pco2w_a_sami_data_record
RS01SBPS-SF01A-4F-PCO2WA101,streamed,pco2w_a_sami_data_record_cal
RS01SLBS-LJ01A-05-HPIESA101,streamed,echo_sounding
RS01SLBS-LJ01A-05-HPIESA101,streamed,horizontal_electric_field
RS01SLBS-LJ01A-05-HPIESA101,streamed,hpies_data_header
RS01SLBS-LJ01A-10-ADCPTE101,streamed,adcp_velocity_beam
RS01SLBS-LJ01A-11-OPTAAC103,streamed,optaa_sample
RS01SLBS-LJ01A-12-CTDPFB101,streamed,ctdpf_optode_sample
RS01SLBS-MJ01A-06-PRESTA101,streamed,prest_real_time
RS01SLBS-MJ01A-12-VEL3DB101,streamed,vel3d_b_sample
RS01SUM1-LJ01B-09-PRESTB102,streamed,prest_real_time
RS01SUM1-LJ01B-12-VEL3DB104,streamed,vel3d_b_sample
RS01SUM2-MJ01B-12-ADCPSK101,streamed,adcp_velocity_beam
RS03ASHS-MJ03B-07-TMPSFA301,streamed,tmpsf_sample
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_heat_sample
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_iris_sample
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_lily_sample
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_nano_sample
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_nano_sample_15s
RS03ASHS-MJ03B-09-BOTPTA304,streamed,botpt_nano_sample_24hr
RS03ASHS-MJ03B-10-CTDPFB304,streamed,ctdpf_optode_sample
RS03AXBS-LJ03A-05-HPIESA301,streamed,echo_sounding
RS03AXBS-LJ03A-05-HPIESA301,streamed,horizontal_electric_field
RS03AXBS-LJ03A-05-HPIESA301,streamed,hpies_data_header
RS03AXBS-LJ03A-10-ADCPTE303,streamed,adcp_velocity_beam
RS03AXBS-LJ03A-11-OPTAAC303,streamed,optaa_sample
RS03AXBS-LJ03A-12-CTDPFB301,streamed,ctdpf_optode_sample
RS03AXBS-MJ03A-06-PRESTA301,streamed,prest_real_time
RS03AXBS-MJ03A-12-VEL3DB301,streamed,vel3d_b_sample
RS03AXPD-DP03A-01-CTDPFL304,recovered_inst,dpc_ctd_instrument_recovered
RS03AXPD-DP03A-02-VEL3DA303,recovered_inst,dpc_acm_instrument_recovered
RS03AXPD-DP03A-03-FLCDRA302,recovered_inst,dpc_flcdrtd_instrument_recovered
RS03AXPD-DP03A-03-FLNTUA302,recovered_inst,dpc_flnturtd_instrument_recovered
RS03AXPD-DP03A-06-DOSTAD304,recovered_inst,dpc_optode_instrument_recovered
RS03AXPS-PC03A-05-ADCPTD302,streamed,adcp_velocity_beam
RS03AXPS-PC03A-06-VADCPA301,streamed,vadcp_velocity_beam
RS03AXPS-PC03A-06-VADCPA301,streamed,vadcp_velocity_beam_5
RS03AXPS-PC03A-4A-CTDPFA303,streamed,ctdpf_optode_sample
RS03AXPS-PC03A-4B-PHSENA302,streamed,phsen_data_record
RS03AXPS-PC03A-4C-FLORDD303,streamed,flort_d_data_record
RS03AXPS-SF03A-2A-CTDPFA302,streamed,ctdpf_sbe43_sample
RS03AXPS-SF03A-2D-PHSENA301,streamed,phsen_data_record
RS03AXPS-SF03A-3A-FLORTD301,streamed,flort_d_data_record
RS03AXPS-SF03A-3B-OPTAAD301,streamed,optaa_sample
RS03AXPS-SF03A-3C-PARADA301,streamed,parad_sa_sample
RS03AXPS-SF03A-3D-SPKIRA301,streamed,spkir_data_record
RS03AXPS-SF03A-4A-NUTNRA301,streamed,nutnr_a_dark_sample
RS03AXPS-SF03A-4A-NUTNRA301,streamed,nutnr_a_sample
RS03AXPS-SF03A-4B-VELPTD302,streamed,velpt_velocity_data
RS03AXPS-SF03A-4F-PCO2WA301,streamed,pco2w_a_sami_data_record
RS03AXPS-SF03A-4F-PCO2WA301,streamed,pco2w_a_sami_data_record_cal
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_heat_sample
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_iris_sample
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_lily_sample
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_nano_sample
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_nano_sample_15s
RS03CCAL-MJ03F-05-BOTPTA301,streamed,botpt_nano_sample_24hr
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_heat_sample
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_iris_sample
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_lily_sample
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_nano_sample
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_nano_sample_15s
RS03ECAL-MJ03E-06-BOTPTA302,streamed,botpt_nano_sample_24hr
RS03INT1-MJ03C-07-D1000A301,streamed,d1000_sample
RS03INT1-MJ03C-09-THSPHA301,streamed,thsph_sample
RS03INT1-MJ03C-10-TRHPHA301,streamed,trhph_sample
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_heat_sample
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_iris_sample
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_lily_sample
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_nano_sample
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_nano_sample_15s
RS03INT2-MJ03D-06-BOTPTA303,streamed,botpt_nano_sample_24hr
RS03INT2-MJ03D-12-VEL3DB304,streamed,vel3d_b_sample